VKM;Keeper Name;Country;Status;Website
SEVIL;SEVILLE RAIL RENT;PL;in use;
SEZEV;SEŽEV-REKO, a.s.;CZ;in use;
SFH;Schienenfahrzeuge Export - Import Handelsgesellschaft mbH - SFH;DE;in use;schienenfahrzeuge.de
SFI;SFH;IT;in use;sfiravenna.it
SFL;Siemens Finance & Leasing GmbH;DE;in use;
SFM;DB Schenker Italia S.r.l;IT;in use;rail.dbschenker.it
SFR;SERFER Servizi Ferroviari srl;IT;Revoked;serferonline.it
SFSG;Staatliche Feuerwehrschule Geretsried;DE;in use;sfsg.de
SFSM;Strade Ferrate Secondarie Meridionali;IT;Blocked;
SFT;SOCIETATEA FEROVIARA DE TURISM SFT CFR SA;RO;in use;turismferoviar.ro
SFTM;SIFI TM AGRO SA;RO;in use;
SFTRA;SOFTRANS SRL;RO;in use;softronic.ro
SFTRO;SOFTRONIC SRL;RO;in use;
SFUE;SCHARR FUELS GmbH;DE;in use;scharr-fuels.de
SFW;Schienenfahrzeugwerk Delitzsch GmbH;DE;in use;
SFY;Safety4You Baustellenlogistik GmbH;AT;in use;s4you.at
SG;LHG Service Gesellschaft mbH;DE;in use;sg-luebeck.de
SGAG;Stahl Gerlafingen AG;CH;in use;stahl-gerlafingen.ch
SGB;Stoomtrein Goes-Borsele;NL;in use;destoomtrein.nl
SGC;E.LU.S. srl;IT;in use;elusitalia.com
SGCPP;SAINT-GOBAIN CONSTRUCTION PRODUCTS POLSKA Sp. z o.o.;PL;Revoked;rigips.pl
SGFIT;SI.GI.FER SRL;IT;in use;sigifer.biz
SGG;Saint-Gobain Glass logistics;FR;in use;
SGL;SGL – Schienen Güter Logistik GmbH;DE;in use;sgl-net.de
SGPAM;SAINT-GOBAIN PAM;FR;in use;
SGR;SANGRITANA S.p.A.;IT;in use;sangritana.it
SGRF;SO.G.RA.F S.r.l;IT;in use;
SGS;Sonderzug Gastronomie Schuh;DE;in use;
SGTL;S.G.T.L.;FR;in use;
SGV;Svenska Godsvagnar AB;SE;in use;
SGW;SGW;FR;in use;
SH;Smalspåret i Hultsfred AB;SE;in use;smalsparet.nu/sh/
SHB;Schleswig-Holstein Bahn;DE;in use;sh-bahn.de
SHD;Stichting Historisch Dieselmaterieel;NL;in use;dieseltreinen.nl
SHELF;Шелф ООД / Shelf OOD;BG;in use;
SHG;Kommanditgesellschaft S.H.G. Gleis- und Tiefbaugesellschaft mbH & Co.;DE;in use;shg-gleisbau.de
SHH;Städtische Häfen Hannover;DE;in use;
SHM;Stiftung Hamburg Maritim;DE;in use;stiftung-hamburg-maritim.de
SHMNL;B.V. Exploitatiemaatschappij Museumstoomtram;NL;in use;stoomtram.nl
SHR;Syrian Hidjaz Railway;SY;in use;hijazerail.com
SHS;SWS Seehafen Stralsund GmbH;DE;in use;seehafen-stralsund.de
SHTR;Alstom Traction BV;NL;in use;aIstom.com
SI;Sistemi Territoriali S.p.a.;IT;in use;sistemiterritorialispa.it
SICE;SOCIEDAD IBÉRICA DE CONSTRUCCIONES ELÉCTRICAS S.A.;ES;in use;sice.com
SIEAG;Siemens Mobility GmbH;DE;in use;siemens.com
SIEIT;Siemens Mobility S.r.L.;IT;in use;mobility.siemens.com/it/en.html
SIEKR;Siemens AG;DE;in use;siemens.com
SIESS;Siess Brennstoffe GmbH & Co KG;AT;in use;siess.cc
SIKA;Sika Manufacturing AG;CH;in use;sika.ch
SILVA;SILVA LOGISTIC SERVICES SRL;RO;in use;
SIMAY;SIMAY DEMIRYOLU TAŞIMACLIK A.Ş.;TR;in use;alltraklojistik.com
SIMG;Simgen GmbH;DE;in use;
SIMID;SIMID-1000 Co;BG;in use;
SIMIL;SIMiL500;FR;in use;simil500.fr
SINON;SlnON Schieneninfrastruktur Ost-Niedersachsen GmbH;DE;in use;sinon-gmbh.de
SINTR;SERVICIOS INDUSTRIALES Y TRANSPORTES, S.A.;ES;in use;sintra-sa.es
SINZR;ŠINVOZ A.D., Zrenjanin;RS;in use;
SISFC;SISTEMAS Y MONTAJES INDUSTRIALES, S.A.;ES;in use;sistemsa.es
SITAV;SITAV SpA;IT;in use;sitav.eu
SITFA;SITFA S.p.A. (TO);IT;in use;sitfa.net
SITIA;TRANSITIA RAIL;ES;in use;transitia.es
SITSF;S.I.T.S France;FR;in use;sits-france.com
SITWN;Siemens AG Transformatorenwerk Nürnberg;DE;in use;energy.siemens.com
SJ;SJ AB;SE;in use;sj.se
SJVM;Statens Maritima och Transporthistoriska Museer;SE;in use;smtm.se
SJVT;Sydjyllands Veterantog;DK;in use;sjvt.dk
SK;Schollenberger Kampfmittelbergung GmbH;DE;Revoked;schollenberger.de
SKAJ;Stockholms Kultursällskap för Ånga och Järnväg;SE;in use;skaj.org
SKALK;Schaefer Kalk GmbH & Co. KG;DE;in use;schaeferkalk.de
SKANE;Skånetrafiken;SE;in use;skanetrafiken.se
SKANS;Skanska a.s.;CZ;in use;
SKASK;Skanska SK a.s.;SK;in use;skanska.sk
SKB;UAB SKINEST BALTIJA;LT;in use;skinest.lt
SKBIN;Budamar Innovations, a.s.;SK;in use;budamar.sk
SKFIN;Skinest Finland Oy;FI;in use;www.skinest.fi
SKG;"""Srbija kargo"" a.d. / JSC Serbia Cargo /";RS;in use;srbcargo.rs
SKHT;SK – H Trans, s. r. o.;SK;in use;skhtrans.sk
SKILV;SIA Vero Trade;LV;in use;skinest.lv
SKINE;Skinest Rail AS;EE;in use;skinest.ee
SKINP;Skinest Rail Polska sp. z o.o.;PL;in use;
SKJ;Skånska Järnvägar AB;SE;in use;skanskajarnvagar.se
SKJAB;Skövde Karlsborgs Järnväg AB;SE;in use;
SkJb;Skandinaviska Jernbanor AB;SE;in use;
SKL;Stichting Klassieke Locomotieven;NL;in use;klassieke-locs.nl
SKLJ;Skara-Lundsbrunns Järnvägar;SE;in use;sklj.se
SKLUS;SKL Schienen Komplex Logistik Magdeburg GmbH & Co. KG;DE;in use;schienen-komplex-logistik.de
SKMT;PKP Szybka Kolej Miejska w Trojmiescie Sp. Z o.o.;PL;in use;skm.pkp.pl
SKMWA;Szybka Kolej Miejska Sp. z o.o.;PL;in use;
SKNAA;SKANSKA S.A.;PL;in use;skanska.pl
SKNR;Kolej na Rozwój sp. z o.o.;PL;in use;www.akademiakolejowa.pl
SKOTR;ŠKODA AUTO a.s.;CZ;in use;
SKPL;SKPL Cargo Sp. z o.o;PL;in use;shortlines.pl
SKRON;Swiss Krono sp. z o.o.;PL;in use;
SKS;SKS Krnov, a.s.;CZ;in use;
SKSM;Suwalskie Kopalnie Surowców Mineralnych sp. z o.o.;PL;in use;sksm.suwalki.pl
SKT;Axess Logistics Sweden AB;SE;Revoked;axesslogistics.se
SKTST;Skandinaviska Tågspecialtransporter AB;SE;in use;skandinaviskatag.se
SL;Storstockhoms Lokaltrafik;SE;in use;sl.se
SLB;Salzburg AG für Energie, Verkehr und Telekommunikation - Salzburger Lokalbahn;AT;in use;salzburg-ag.at
SLCF;SALCEF S.p.A.;IT;in use;salcef.com
SLD;SLOV-DEPO, s.r.o.;SK;in use;web.slov-depo.com
SLG;SLG Spitzke Logistik GmbH;DE;in use;spitzke.com
SLJ;Suomen Lähijunat Oy;FI;in use;lahijunat.fi
SLM;SLM GmbH, Schorno Locomotive Management;CH;in use;
SLMAG;Slovmag a.s.;SK;in use;slovmag.sk
SLMK;SOLUMAK ALQUILERES S.L.;ES;in use;solumak-alquileres.com
SLOVN;SLOVNAFT, a.s.;SK;in use;slovnaft.sk
SLPT;AS Sillamäe Sadam;EE;in use;silport.ee
SLRS;Salzland Rail Service GmbH;DE;in use;salzland-rail-service.de
SLTS;Silverlink Train Services;UK;Blocked;silverlink-trains.co.uk
SLTU;Slovenské tunely, a.s.;SK;in use;slottunely.sk
SLV;Salzburg Linien Verkehrsbetriebe GmbH;AT;in use;salzburg-ag.at
SLVAG;SLOV-VAGON, a.s.;SK;in use;
SLVY;Solvay Bulgaria AD / Солвей България АД;BG;in use;
SLZHN;SLZ CHÉMIA, a.s.;SK;in use;slzchemia.sk
SM;Scandinavian Motortransport AB;SE;in use;motortransport.se
SMART;SMART CORPORATION s.r.o.;SK;in use;
SMCF;Sercice Militaire des Chemines de Fer;FR;in use;
SMD;SLEZSKOMORAVSKÁ DRÁHA a.s.;CZ;in use;slezskomoravskadraha.cz
SMG;Sersa Maschineller Gleisbau AG;CH;in use;sersa.ch
SMI;Semita GmbH;CH;in use;semita-gmbh.ch
SMILL;s-milling technologies GmbH;DE;in use;s-milling.com
SMK;SMK, s.r.o.;SK;in use;
SMKJS;Stowarzyszenie Miłośników Kolei w Jaworzynie Śląskiej;PL;in use;smkjaworzyna.pl.tl
SMNS;SIEMENS MOBILITY SL;ES;in use;mobility.siemens.com/es/es.html
SMOK;Svenska Motorvagnsklubben;SE;in use;
SMR;SMR  S.A.;RO;in use;smr.ro
SMS;Sachtleben Mining Services GmbH;DE;in use;
SMT;AB Sandvik Materials Technology;SE;in use;smt.sandvik.com
SMTRA;SOMETRA SA;RO;in use;sometra.ro
SMWI;Smart Wings GmbH;DE;in use;
SMZ;Slovenské magnezitové závody, akciová spoločnosť, Jelšava;SK;in use;smzjelsava.sk
SNALL;Snälltåget AB;SE;in use;snalltaget.se
SNCB;Société Nationale des Chemins de fer Belges;BE;in use;sncb.be
SNCF;SNCF Voyageurs;FR;in use;sncf.fr
SNCFC;SNCF RESEAU Circulation Ferroviaire;FR;in use;
SNCFR;SNCF Réseau;FR;in use;sncf-reseau.fr
SNCFT;Société Nationale des Chemins de Fer Tunésiens;TN;in use;sncft.com.tn
SNG;Singergon Petroleum;BG;in use;
SNL;Sven Neunzig;DE;in use;
SNSRV;SOCIETATEA NATIONALA A SARII SA - SUCURSALA EXPLOATARE MINIERA RM. VALCEA;RO;in use;salvir.ro
SNSSP;SUCURSALA NATIONALA A SARII SA - SUCURSALA SALINA PRAID;RO;in use;salinapraid.ro
SNTFC;"SNTFC "" CFR  CALATORI "" SA";RO;in use;cfrcalatori.ro
SNZH;Spolok Nadšencov Železničnej Histórie, o.z.;SK;in use;
SO;Serco Railtest;UK;Blocked;serco.co.uk
SOB;Schweizerische Südostbahn AG;CH;in use;suedostbahn.ch
SOBET;Sobetra, a.s.;SK;in use;sobetra.sk
SOBIE;Destylarnia Sobieski S.A.;PL;in use;
SOCAR;Przedsiębiorstwo Inżynieryjne SOCAR sp. z  o.o. sp. k.;PL;in use;socar.com.pl
SOCO;SOCOMAC;FR;in use;soufflet.com
SOCRF;SOCORAIL;FR;in use;europorte.com
SOEG;Sächsisch-Oberlausitzer Eisenbahngesellschaft;DE;in use;soeg-zittau.de
SOF;SOFISTIK SERVIS s.r.o.;CZ;in use;sofistikservis.cz
SOG;SOLVAY ÖSTERREICH GmbH;AT;in use;solvay.at
SOGE;SNC SOGEWAG;FR;in use;stva.com
SOK;Sokacz GmbH & Co. KG;DE;in use;sokacz.com
SOLCH;Solvay (Schweiz) AG;CH;in use;solvay.ch
SOLRK;Solciel Rautatiekalusto Oy;FI;in use;solciel.com
SOMAF;Somafel, Engenharia e Obras Ferroviárias, S.A.;PT;in use;somafel.pt
SONRA;Sonata Rail Invest GmbH;DE;in use;sonata-management.com
SOR;Sortera, s.r.o.;SK;in use;
SOREC;Solenthaler Recycling AG;CH;in use;sorec.ch
SOT;SOTRAMEST;FR;in use;
SOZ;SPOLEK PRO OCHRANU ŽELEZNIC - ŤRISTAOSMIČKA, Z.S.;CZ;in use;
SP;Slovenská pošta, a.s.;SK;in use;slposta.sk
SPACE;Spacetec Datengewinnung GmbH;DE;in use;spacetec.de
SPAG;SPITZKE SE;DE;in use;spitzke.com
SPAP;Slovenská plavba a prístavy a.s.;SK;in use;spap.sk
SPCH;Spolek pro chemickou a hutní výrobu, akciová společnost;CZ;in use;
SPDZ;Spoločnosť Považskej Dráhy Žilina;SK;in use;spdz.estranky.sk
SPEBE;Spektra, spol. s r.o.;CZ;in use;
SPEED;Speed Sp. Z o.o.;PL;in use;speed.gdynia.pl
SPEGR;Spegra d.o.o.;HR;in use;spegra.hr
SPENO;Speno International S.A.;CH;in use;speno.ch
SPIN;SPINELLI (ETS);FR;in use;
SPITZ;SPITZKE AG GUZ Berlin;DE;Revoked;spitzke.de
SPL;SPL Powerlines Sverige AB;SE;in use;splpowerlines.se
SPLA;SPL-Powerlines GmbH & Co KG;AT;in use;powerlines-group.com
SPLE;SPL EisenbahnVerkehr GmbH;DE;in use;spl-ev.de
SPLG;SPL Powerlines Germany GmbH;DE;in use;powerlines-group.com
SPOL;Siemens Mobility Sp. z o.o.;PL;in use;siemens.pl/mobility
SPS;Spitzke Spoorbouw;NL;in use;spitzke.nl
SPSAB;ScanPole Sverige AB;SE;in use;scanpole.com
SPSPM;Piotr Mieczkowski AUTORYZOWANA STACJA OBSŁUGI SERWIS POJAZDÓW SZYNOWYCH;PL;in use;
SPSSK;Serwis Pojazdów Szynowych sp. z o.o. sp. k.;PL;in use;
SPU;Spiess-Urania Chemicals GmbH;DE;in use;spiess-urania.com
SPW;Société Propriétaire des Wagons;FR;in use;viia.com
SPYFA;Spyfa Tec GmbH;CH;in use;spyfatec.ch
SPZ;Südbayeriches Portland-Zementwerk, Gebr. Wiesböek & Co GmbH;DE;in use;
SPZCT;Společnost železniční při DKV Česká Třebová, z.s.;CZ;in use;spolzel.cz
SR;ScotRail Railways;UK;Blocked;scotrail.co.uk
SRA;S-Rail GmbH;DE;in use;
SRAG;Stettler AG Biel Studen;CH;in use;stettlerag.ch
SRAIL;Vossloh Rail Services Deutschland GmbH;DE;Revoked;vossloh.com/de/
SRB;Südburgenländische Regionalbahn;AT;in use;maerchenbahn.at
SRC;SWISS RAIL CARRIER AG - SRC®;CH;in use;swissrailcarrier.ch
SRCM;Swiss Rail Car Management GmbH;CH;in use;
SRCSP;STANDARD RAILWAY COMPANY S.L.;ES;in use;spain-src.com
SREQ;SIDERURGICA REQUENA, S.A.;ES;in use;
SRFL;STRABAG Rail Fahrleitungen Gmbh;DE;in use;strabag-rail.com
SRG;Saar Rail GmbH;DE;in use;saarrail.de
SRI;SRI Rail Invest GmbH;DE;in use;
SRJmf;Museiföreningen Stockholm-Roslagens Järnvägar;SE;in use;srjmf.se
SRKS;Strukton Rail GmbH & Co KG;DE;in use;strukton.de
SRL;Stahlberg Roensch Leipzig GmbH;DE;Revoked;vossloh-rail-services.com
SRLS;S Rail doo Subotica;RS;in use;www.srail.rs
SRM;Strukton Railinfra Materieel;NL;in use;struktonrailfra.com
SRN;Sanirail Nürnberg Gleis und Tiefbau GmbH;DE;in use;sanirail-nuernberg.de
SRO;Saudi Railways Organization;SA;in use;saudirailways.org
SRPS;Scottish Railway Preservation Society;UK;in use;srps.org.uk
SRR;Stricker Rose Rail GmbH;DE;in use;
SRS;SRS Rail Servis GmbH;DE;in use;srs-railservice.de
SRSDE;Stadler Rail Service Deutschland GmbH;DE;in use;stadlerrail.com
SRSE;Sperry Europe GmbH;DE;in use;sperryrail.com
SRSEU;Sperry Rail;UK;in use;sperryrail.com
SRSG;SRS Sjölanders AB;SE;in use;srsroadrail.se
SRSVN;Schenker;SI;in use;schenker.si
SRT;Schörling Rail Tech GmbH;DE;Revoked;schoerling-railtech.de
SRTAG;Swiss Rail Traffic AG;CH;in use;
SRTF;SRT S.r.l.;IT;in use;srtfano.com
SRTWO;SRT Schrott Recycling Thüringen GmbH;DE;in use;
SRVBA;CFR SIRV BRASOV SA - PL AIUD;RO;in use;
SSA;Stream Story Agency s.r.o.;CZ;in use;streamstoryagency.eu
SSAB;SSAB EMEA AB;SE;in use;ssab.se
SSCR;SLADOVNY SOUFFLET ČR a.s.;CZ;in use;slad.cz
SSHR;Správa státních hmotných rezerv;CZ;in use;
SSIF;Società Subalpina di Imprese Ferroviarie S.p A;IT;in use;vigezzinacentovalli.com
SSJF;Skåne-Smålands Järnvägsmuseiförening;SE;in use;ssjf.se
SSM;SSM GmbH;DE;in use;ssm-stahl.de
SSN;Stoom Stichting Nederland;NL;in use;stoomstichting.nl
SSOX;SSAB Oxelösund;SE;in use;ssab.com
SSRT;Trafikverket, Fordonsresurser;SE;in use;trafikverket.se
SSSNK;3S Nakliyat Madencilik Sanayi ve Ticaret Anonim Şirketi;TR;in use;yildizlarsssholding.com.tr
SST;Sneider Stahlbau AG;CH;in use;stahlbau.ch
SSTRN;"LLC ""S & S TRANSIT""";LV;in use;
SSZV;Ing. Lukáš Volek;CZ;in use;stavitelstvivolek.cz
ST;Sursee-Triengen Bahn AG;CH;in use;dampfzug.ch
STA;Stahlberg Track Asset GmbH & Co. KG;DE;Revoked;vossloh-rail-services.com
STAB;Svensk Tågkraft AB;SE;in use;tagkraft.com
STADS;Stadler Service AG;CH;in use;stadlerrail.com
STAG;Stadler Bussnang AG;CH;in use;stadlerrail.com
STAL;Siemens Transformers Austria GmbH & Co KG;AT;in use;siemens.com
STAP;Stadler Deutschland GmbH;DE;in use;stadlerrail.de
STAR;Stichting Stadskanaal Rail - Museumspoorlijn STAR;NL;in use;www.stadskanaalrail.nl/
STARK;Starkenberger Güterlogistik GmbH;DE;in use;starkenberger-gueterlogistik.de
START;MÁV-START ZRt.;HU;in use;
STAUB;STAUB& CO Chemiehandelsgesellschaft mbH;DE;Revoked;staubco.de
STAV;STAV GmbH;DE;in use;stav-gmbh.de
STAVA;STADLER RAIL VALENCIA S.A.U.;FR;in use;stadlerrail.com
STAX;Strutture Trasporto Alto Adige SpA;IT;in use;sta.bz.it
STB;Süd-Thüringen-Bahn GmbH;DE;in use;sued-thueringen-bahn.de
STBA;Stalserwis Batory sp. z o.o.;PL;in use;stalserwis.pl
STBAT;Steiermarkbahn Transport & Logistik GmbH;AT;in use;steiermarkbahn.at
STBPV;Steiermarkbahn und Bus GmbH;AT;in use;
STD;Stemberg-Deters Umweltservice GmbH;DE;in use;
STDE;Stichting DE-III;NL;in use;stichtingde3.nl
STE;Société des Trains Exposition;FR;in use;trains-expo.fr
STEAM;Rent a Lok Aps;DK;in use;rentalok.dk
STEB;Steirische Erlebnisbahn;AT;in use;stmk-erlebnisbahn.at
STEC;STECONFER, SA;PT;in use;
STEEL;VÍTKOVICE STEEL, a.s.;CZ;in use;
STEF;Stefen GmbH & Co. KG;DE;in use;hermannstefen.de
STEG;Radek Mansfeld;CZ;in use;
STENA;Stena Gotthard AB;SE;in use;stenagotthard.se
STENO;"""STENO v.o.s."" - stavební a inženýrská činnost kolejové dopravé";CZ;in use;
STGBS;Stuttgarter Bahnservice Ltd.;DE;in use;stuttgarter-bahn.de
STH;Stern & Hafferl Verkehrsgesellschaft m.b.H.;AT;in use;stern-verkehr.at
STI;SERVTRANS INVEST S.A.;RO;in use;servtrans-invest.com
STK;STK S.A.;PL;in use;stk.wroc.pl
STL;SMART TRAIN LOGISTICS SRL;RO;in use;www.stlogistics.ro
STLB;Steiermärkische Landesbahnen;AT;in use;stlb.at
STLDE;Smart Train Lease GmbH;DE;in use;https://www.smart-train-lease.com/de/
STLEU;Stadt Leutershausen;DE;Revoked;leutershausen.de
STM;Rail STM Sp. Z o.o.;PL;in use;railst.pl
STMC;SERVTRANS MENTENANCE SA;RO;in use;
STMT;STM Technology sp. z o.o.;PL;in use;
STOCK;Stock-Transport;DE;in use;
STP;Sigma Tabor Sp. z o.o.;PL;in use;sigmatabor.pl
STPHA;SPEDI-TRANS Praha, s.r.o.;CZ;in use;
STR;Strukton Rail;SE;in use;strukton.se/default.aspx
STRA;Strabag AG;AT;in use;strabag.com
STRAG;Schöni Transport AG;CH;in use;schoeni.ch
STRDK;Strukton Rail A/S;DK;in use;strukton.dk
STREI;MARSIM STREI SRL;RO;;
STREK;STREK SIA;LV;in use;strek.net
STRIX;STRIX Chomutov, a.s.;CZ;in use;strixchomutov.cz
STRPL;STRABAG sp. z o.o.;PL;in use;
STRU;Hans Strube Gleisbau, Hochbau Tiefbau GmbH;DE;in use;strubebau.de
STRVA;Strabag Vasútépitö Kft.;HU;in use;
STRW;Southern Railway;UK;in use;southernrailway.com
STS;Städtebahn Sachsen  GmbH;DE;in use;staedtebahn.de
STSI;STSI;FR;in use;
STSL;STS Logistic sp. z o.o.;PL;in use;stslogistic.com.pl
STSLM;Siemens Transportation System Locomotives;DE;in use;transportion.siemens.com
STT;Svensk Tågteknik AB;SE;in use;stt-train.se
STTEC;Steeltec AG (ehm. Panlog AG);CH;in use;steeltec-group.com/
STTRA;Statnett Transport AS;NO;in use;statnett-transport.no
STVA;CAT France;FR;Revoked;groupecat.com
STVG;Stauden -Verkehrs-GmbH;DE;in use;bbgstauden.de
STW;Verein Seetal-Wagen STW;CH;Revoked;seetal-wagen.ch
STWB;Steigerwaldbahn;DE;in use;
SU;Suorsa Group Oy;FI;in use;suorsagroup.fi
SUAR;Danisco Sugar Arlöv;SE;in use;daniscosugar.com
SUAS;SUAS Transportation Service s.r.o.;CZ;in use;suas-transportation.cz
SUCAQ;SUCRE AQUITAINE;FR;in use;
SUD;Správa Ústecké dráhy s.r.o.;CZ;in use;usteckadraha.cz
SUMAF;Storumans Ångtågsförening;SE;in use;storumanloket.se
SUND;Sundström Ab Oy, Entreprenad;FI;in use;sundstroms.fi
SUNR;SUNRAIL GbR;DE;in use;
SUP;Sturm & Partner GbR;DE;in use;
SV;"Joint Stock Company for Passenger Railway Transport ""Srbija voz"" a.d.";RS;in use;srbvoz.rs
SVB;Städtische Verkehrsbetriebe Bern (BERNMOBIL);CH;in use;bernmobil.ch
SVBO;SNCF Voyageurs Bourgogne Quest;FR;in use;--
SVC;Sonderzugveranstaltungen Chemnitz;DE;in use;zugparty.de
SVDJS;„EC BИ ДИ ГРУП” ΑД;BG;in use;
SVEA;SNCF VOYAGEURS ETOILE D'AMIENS;FR;in use;
SVECO;SVECO S.P.A.;IT;in use;svecospa.it
SVF;Scala Virgilio & Figli S.p.A.;IT;in use;
SVG;SVG Schienenverkehrsgesellschaft mbH;DE;in use;svgmbh.com
SVLO;SNCF VOYAGEURS LOIRE OCEAN;FR;in use;
SVP;Associazione Società Veneta Ferrovie APS;IT;in use;societavenetaferrovie.it
SVSA;"„СΒИЛОЦЕЛ"" EАД";BG;in use;svilosa.bg
SVT;Förderverein Diesel-Schnelltriebwagen (SVT) e.V.;DE;in use;svt-koeln.de
SVTG;SVT Görlitz gGmbH;DE;in use;svt-goerlitz.de
SVVR;Spolok Výhrevne Vrútky, občianske združenie;SK;in use;vyhrevna-vrutky.sk
SVYRY;Sinisten vaunujen ystävät ry;FI;in use;svyry.fi
SW;South West Trains;UK;Blocked;swtrains.co.uk
SWA;Stadtwerke Andernach GmbH;DE;in use;stadtwerke-andernach.de
SWB;Schütz GmbH & Co. KGaA;DE;in use;schuetz.net
SWECO;Sweco Finland Oy;FI;in use;sweco.fi
SWEG;SWEG Südwestdeutsche Landesverkehrs-GmbH;DE;in use;sweg.de
SWI;SWIETELSKY CONSTRUCTII FEROVIARE SRL;RO;in use;swietelsky.com
SWIDK;Swietelsky Rail Denmark ApS;DK;in use;swietelsky.com
SWIE;Swietelsky AG - ZNL Bahnbau;AT;in use;swietelsky.at
SWIRP;Swietelsky Rail Polska sp. z o.o.;PL;in use;swietelskyrail.pl
SWIVT;Swietelsky Vasúttechnika Kft;HU;in use;vasuttechnika.hu
SWK;SWK MOBIL GmbH;DE;in use;swk.de
SWKLV;SCHWENK Latvija SIA;LV;in use;schwenk.lv
SWM;SweMaint;SE;in use;swemaint.se
SWO;Stadtwerke Osnabrück AG;DE;in use;stadtwerke-osnabrueck.de/ehb
SWR;SWISSRAIL S.A.;CH;in use;
SWRCZ;SWIETELSKY Rail CZ s.r.o.;CZ;in use;swietelsky.cz
SWRTT;Schotterwer Röblingen GmbH;DE;in use;
SWS;Stadtwerke Schweinfurt GmbH;DE;in use;stadtwerke-sw.de
SWSST;Bayer Cropscience SA-NV;BE;in use;
SWSVO;SWS  spol. s r.o.;SK;in use;sws.sk
SWT;Stahlwerk Thüringen GmbH;DE;in use;stahlwerk-thueringen.de
SWTAB;SWT Swedtrac Trafik AB;SE;in use;swedtrac.com
SWTR;Swisstrain SA;CH;in use;swisstrain.ch
SYN;Syntus;NL;Revoked;syntus.nl
SYNG;Syngenta Crop Protection Monthey SA;CH;in use;syngenta.ch
SYNXR;Syneox Rail S.L.;ES;in use;grupocobra.com
SZ;Slovenske Zeleznice D.D.;SI;in use;slo-zeleznice.si
SZA;"""Sviloza"" AD / ""Свилоза"" АД";BG;in use;
SZCZ;Správa železnic, státní organizace;CZ;in use;szdc.cz
SZD;SLEZSKÉ ZEMSKÉ DRÁHY, o.p.s.;CZ;in use;
SZDS;Slovenská železničná dopravná spoločnosť, a.s.;SK;in use;szds.sk
SZEPA;Szepaniak Oy;FI;in use;szepaniak.fi
SZEVA;Strabag Rail Kft.;HU;in use;
SZINF;SŽ-Infrastruktura, d. o. o.;SI;in use;infrastruktura.sz.si
SZR;Śląskie Zaplecze Remontowe Sp. z o.o.;PL;in use;szrprzezchlebie.com.pl
SZTP;SŽ – Tovorni promet, d.o.o;SI;in use;slo-zeleznice.si/sl/tovorni-promet
SZU;Sihltal Zürich Uetliberg Bahn SZU;CH;in use;szu.ch
SZVIT;SŽ-Vleka in tehnika, d.o.o.;SI;in use;sz-vit.si
SZVJ;Společnost železniční výtopna Jaroměř, z.s.;CZ;in use;vytopnajaromer.cz
TAA;TRANSFEROVIAR ADMINISTRARE ACTIVE SRL;RO;in use;
TAB;Tågfrakt AB;SE;in use;tagfrakt.se
TABOR;Tabor Dębica Sp. z o.o.;PL;in use;tabor-debica.pl
TAE;Transalpin Eisenbahn AG;CH;Revoked;captrain.de
TAFAG;Tafag AG;CH;in use;tafag.ch
TAGAB;Tågåkeriet i Bergslagen AB;SE;in use;
TAL;Talbot-Services GmbH;DE;in use;talbot-services.com
TALDE;Talgo (Deutschland) Gmbh;DE;in use;talgo.de
TALE;Talleres Alegría, s.a.;ES;in use;talegria.com
TALGO;PATENTES TALGO, S.L.;ES;in use;talgo.com
TAM;TAMOIL SA, Raffineries de Collombey;CH;in use;
TANK;SO, GE, TANK SPA;FR;in use;
TAPO;Tatravagónka a.s. Poprad;SK;in use;tatravagonka.sk
TASWR;TAS Trade&Service Krzysztof Rak;PL;in use;tastrade.pl
TAU;TAU Tanklager Auhafen AG;CH;in use;tau-ag.ch
TAVBE;Taveirne algemene onderneming NV;BE;in use;taveirne.be
TAZA;TABAPOL Tarnówka sp. j.;PL;in use;
TB;TURBO RAIL SERVICE SRL;RO;in use;
TBDDP;„Дaйнинг eнepджи” ЕООД;BG;in use;
TBG;Tegernseebahn-Betriebsgesellschaft;DE;in use;tegernsee-bahn.de
TBL;TRANSBLUE S.R.L.;RO;in use;
TBR;Touristenbahnen im Rheinland GmbH;DE;in use;selfkantbahn.de
TC;T&C sp. z o. o.;PL;in use;tc.org.pl
TCA;Terminal Athus;BE;in use;tca.be
TCC;Train-Clinic Kft.;HU;in use;train-clinic.com
TCDD;Türkiye Cumhuriyeti Devlet Demiryollari Isletmesi;TR;in use;tcdd.gov.tr
TCDDT;TÜRKİYE CUMHURİYETİ DEVLET DEMİR YOLLARI TAŞIMACILIK A.Ş. GENEL MÜDÜRLÜĞÜ;TR;in use;tcddtasimacilik.gov.tr/
TCH;Technorent SIA;LV;in use;www.technorent.lv
TCNFR;TECNOFER S.P.A.;IT;in use;tecnoferspa.com
TCS;Train Charter Services B.V.;NL;in use;traincharter.eu
TD;Transdev Regio GmbH;DE;in use;transdev.de
TDH;Transdev Hannover GmbH;DE;in use;sbahn-hannover-2022.de
TDKP;Tomasz Neumann NEU-TRANS-TEL Przedsiębiorstwo Usługowo-Handlowo-Transportowe;PL;in use;
TDKPL;TDK PLUS sp. z o.o.;PL;in use;
TDM;Transdev Mitteldeutschland GmbH;DE;in use;
